id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4316591634,https://doi.org/10.3389/fimmu.2022.974195,Gardnerella subgroup dominant microbiomes are associated with divergent cervicovaginal immune responses in a longitudinal cohort of Kenyan women,2023,article,6,gold,,Frontiers in Immunology,Reproductive tract infections research,Immunology and Microbiology,Microbiology,13,,,,1.424,Cátia T. Perciani; Elinor Shvartsman; Janet E. Hill; Justen Russell; KAVI-ICR; Kelly S. MacDonald; Lyle R. McKinnon; Meika Richmond; Paul Sandstrom; Riley H. Tough; Sarah J. Vancuren; Walter Jaoko,Centre for the AIDS Programme of Research in South Africa; International Centre for Infectious Diseases; Kenya AIDS Vaccine Initiative; University of Manitoba; University of Nairobi; University of Saskatchewan; University of Toronto,Bacterial vaginosis; Bioinformatics; Biology; Gardnerella vaginalis; Immunology; Medicine; Microbiology; Microbiome,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4407397616,https://doi.org/10.1016/j.clinbiomech.2025.106465,Novel radiographic stem version predictor from anterior-posterior radiographs,2025,article,0,closed,,Clinical Biomechanics,Orthopaedic implants and arthroplasty,Medicine,Surgery,,,106465,106465,0.0,Alex Lennon; Chris Madden-McKee; David Beverland; Janet E. Hill; John O’Connor; Nicholas Dunne; Oscar Denton,Advanced Materials and BioEngineering Research; Dublin City University; I-Form Advanced Manufacturing Research Centre; Musgrave Park Hospital; Queen's University Belfast; Trinity College Dublin; University of Ulster,Medicine; Nuclear medicine; Orthodontics; Radiography; Radiology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4410361128,https://doi.org/10.1101/2025.05.13.653884,Genomic differentiation of<i>Mannheimia haemolytica</i>genotypes,2025,preprint,0,green,,bioRxiv (Cold Spring Harbor Laboratory),Plant Pathogenic Bacteria Studies,Agricultural and Biological Sciences,Plant Science,,,,,,Darien Deschner; Janet E. Hill,,Biology; Gene; Genetics; Genotype; Microbiology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4381248183,https://doi.org/10.1128/spectrum.00614-23,Birth Mode Does Not Determine the Presence of Shared Bacterial Strains between the Maternal Vaginal Microbiome and the Infant Stool Microbiome,2023,article,5,gold,,Microbiology Spectrum,Gut microbiota and health,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,11,4,,,0.782,Amee R. Manges; Arianne Albert; Chelsea Elwood; Deborah Money; Ishika Shukla; Janet E. Hill; Janet Lyons; Jennifer A. Hutcheon; Julie E. van Schalkwyk; K.S. Joseph; Kirsten Grabowska; Matthew G. Links; Scott J Dos Santos; Sheona Mitchell‐Foster; Soren Gantt; Tim Dumonceaux; Zoë G. Hodgson,University of British Columbia; University of Saskatchewan; Women's Health Research Institute,Biology; Dysbiosis; Electrical engineering; Engineering; Genetics; Human microbiome; Medicine; Microbiome; Obstetrics; Pregnancy; Transmission (telecommunications); Vaginal delivery,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4385064135,https://doi.org/10.1038/s43705-023-00283-z,Rapid and accurate taxonomic classification of cpn60 amplicon sequence variants,2023,article,5,gold,,ISME Communications,"Yersinia bacterium, plague, ectoparasites research","Biochemistry, Genetics and Molecular Biology",Genetics,3,1,,,1.467,Janet E. Hill; Qingyi Ren,University of Saskatchewan,Amplicon; Artificial intelligence; Barcode; Bayesian probability; Biology; Classifier (UML); Computational biology; Computer science; Gene; Genetics; Microbiome; Naive Bayes classifier; Operating system; Polymerase chain reaction; Support vector machine,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4405242052,https://doi.org/10.1128/jcm.01433-24,Targeted syndromic next-generation sequencing panel for simultaneous detection of pathogens associated with bovine reproductive failure,2024,article,2,green,,Journal of Clinical Microbiology,Microbial infections and disease research,Immunology and Microbiology,Microbiology,63,1,,,0.53,Dhinesh Periyasamy; Janet E. Hill; Yanyun Huang,Diagnostic Services Manitoba; University of Saskatchewan,Biology; Computational biology; DNA sequencing; Gene; Genetics; Medicine; Microbiology; Virology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4392288463,https://doi.org/10.1111/zph.13120,"Environmental and sociodemographic factors associated with zoonotic pathogen occurrence in Norway rats (<i>Rattus norvegicus</i>) from Windsor, Ontario",2024,article,2,hybrid,,Zoonoses and Public Health,Leptospirosis research and findings,Immunology and Microbiology,Parasitology,71,4,416,428,0.716,Antonia Dibernardo; Champika Fernando; Chelsea G. Himsworth; Chris Huynh; Claire M. Jardine; David L. Pearl; J. Scott Weese; Janet E. Hill; L. Robbin Lindsay; Sarah J. Robinson,Public Health Agency of Canada; University of British Columbia; University of Guelph; University of Saskatchewan,Bartonella; Biology; Ecology; Environmental health; Internal medicine; Leptospira; Leptospira interrogans; Leptospirosis; Medicine; Microbiology; Odds ratio; Population; Veterinary medicine; Wildlife,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4400597743,https://doi.org/10.1093/bioinformatics/btae448,isolateR: an R package for generating microbial libraries from Sanger sequencing data,2024,article,2,gold,,Bioinformatics,Genomics and Phylogenetic Studies,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,40,7,,,0.712,Alexander J. Botschner; Brendan A. Daisley; Christine V. Macpherson; David A. Good; Dylan J. L. Brettingham; Emma Allen‐Vercoe; Jacob Wilde; Janet E. Hill; Matthew T. Sorbara; Sandi Yen; Sarah J. Vancuren; Simone Renwick,"University of California, San Diego; University of Guelph; University of Oxford; University of Saskatchewan",Benchmarking; Biology; Business; Cataloging; Computational biology; Computer science; DNA sequencing; Gene; Genetics; Information retrieval; Marketing; Pipeline (software); Programming language; Sanger sequencing; World Wide Web,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W3143312462,https://doi.org/10.21203/rs.3.pex-1438/v1,cpn60 metagenomic amplicon library preparation for the Illumina Miseq platform,2021,preprint,10,green,,Research Square (Research Square),Microbial infections and disease research,Immunology and Microbiology,Microbiology,,,,,,Champika Fernando; Janet E. Hill,University of Saskatchewan,Amplicon; Biology; Chemistry; Computational biology; DNA sequencing; Gene; Genetics; Organic chemistry; Polymerase chain reaction; Primer (cosmetics),A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4380992488,https://doi.org/10.1186/s13567-023-01180-y,Improving the consistency of experimental swine dysentery inoculation strategies,2023,article,4,gold,,Veterinary Research,Veterinary medicine and infectious diseases,Veterinary,Small Animals,54,1,,,1.549,Champika Fernando; Janet E. Hill; John C. S. Harding; Juan C. Parra-Aguirre; Roman Nosach,University of Saskatchewan,Biology; Diarrhea; Dysentery; Immunology; Inoculation; Internal medicine; Medicine; Microbiology; Psychiatry; Syringe; Veterinary medicine,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4200044032,https://doi.org/10.1093/ibd/izab314,Composition and Stability of the Vaginal Microbiota of Pregnant Women With Inflammatory Bowel Disease,2021,article,9,hybrid,,Inflammatory Bowel Diseases,Reproductive System and Pregnancy,Immunology and Microbiology,Immunology,28,6,905,911,0.666,Aline C. Freitas; Champika Fernando; Janet E. Hill; Juan Nicolas Peña-Sánchez; Niradha Withana Gamage; Sharyle Fowler,Canada Grain Commission; University of Saskatchewan,Bacteria; Bioinformatics; Biology; Cohort; Disease; Environmental health; Genetics; Gynecology; Inflammatory bowel disease; Internal medicine; Lactobacillus; Lactobacillus crispatus; Medicine; Microbiome; Mycoplasma; Obstetrics; Population; Pregnancy; Ureaplasma,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4221132003,https://doi.org/10.1139/cjm-2021-0296,<i>cpn</i>60 barcode sequences accurately identify newly defined genera within the <i>Lactobacillaceae</i>,2022,article,6,hybrid,,Canadian Journal of Microbiology,Probiotics and Fermented Foods,Agricultural and Biological Sciences,Food Science,68,6,457,464,1.018,Ishika Shukla; Janet E. Hill,University of Saskatchewan,Barcode; Biology; Computational biology; Computer science; DNA barcoding; Ecology; Evolutionary biology; Gene; Genetics; Genome; Identification (biology); Operating system; Phylogenetics; Sequence (biology); Whole genome sequencing,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4283764307,https://doi.org/10.1177/09564624221109686,Vaginal microbiota associated with oncogenic HPV in a cohort of HPV-vaccinated women living with HIV,2022,article,6,hybrid,,International Journal of STD & AIDS,Cervical Cancer and HPV Research,Medicine,Epidemiology,33,9,847,855,1.199,Arianne Albert; Christine Wang; Deborah Money; Elisabeth McClymont; Fiona Smaill; François Coutlée; Janet E. Hill; Marette Lee; Marianne Harris; Marina B. Klein; Mark H. Yudin; Mona Loutfy; Nancy Lipsky; Scott J Dos Santos; Sharon Walmsley; Sylvie Trottier; Wendy Wobeser,AIDS Vancouver; HIV Legal Network; McGill University Health Centre; McMaster University; Public Health Ontario; Queen's University; St. Michael's Hospital; Toronto General Hospital; University Health Network; University of British Columbia; University of Saskatchewan; University of Toronto; Université Laval; Université de Montréal; Women's College Hospital; Women's Health Research Institute,Bacteria; Bacterial vaginosis; Biology; Cancer; Cervical cancer; Cohort; Coinfection; Environmental health; Genetics; Gynecology; HPV infection; Human immunodeficiency virus (HIV); Immunology; Internal medicine; Logistic regression; Medicine; Microbiome; Poisson regression; Population; Prevotella,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4305015488,https://doi.org/10.1186/s13071-022-05446-w,Combining deep sequencing and conventional molecular approaches reveals broad diversity and distribution of fleas and Bartonella in rodents and shrews from Arctic and Subarctic ecosystems,2022,article,5,gold,,Parasites & Vectors,Bartonella species infections research,Immunology and Microbiology,Parasitology,15,1,,,0.976,Champika Fernando; Dominique Fauteux; Emily Jenkins; Heather Fenton; Janet E. Hill; Kayla J. Buhler; Suzanne Carrière; Terry D. Galloway,Canadian Museum of Nature; Government of Northwest Territories; University of Manitoba; University of Saskatchewan,Anthropology; Arctic; Bartonella; Biology; Diversity (politics); Ecology; Entomology; Genetics; Parasitology; Sociology; Zoology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4306965209,https://doi.org/10.1101/2022.10.19.512974,Glycogen degrading activities of catalytic domains of α-amylase and α-amylase-pullulanase enzymes conserved in<i>Gardnerella</i>spp. from the vaginal microbiome,2022,preprint,5,green,,bioRxiv (Cold Spring Harbor Laboratory),Enzyme Production and Characterization,"Biochemistry, Genetics and Molecular Biology",Biotechnology,,,,,,D. Wade Abbott; Janet E. Hill; Jeffrey P. Tingley; Pashupati Bhandari,Agriculture and Agri-Food Canada; University of Saskatchewan,Amylase; Biochemistry; Biology; Enzyme; Glycogen; Glycogen debranching enzyme; Glycogen synthase; Maltose; Maltotriose; Microbiology; Pullulanase,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4391897418,https://doi.org/10.1177/03009858241231556,Eptesipox virus-associated lesions in naturally infected big brown bats,2024,article,1,closed,,Veterinary Pathology,Poxvirus research and outbreaks,Immunology and Microbiology,Virology,61,4,541,549,0.459,Champika Fernando; Janet E. Hill; LaRhonda Sobchishin; Trent K. Bollinger; Ursula G. Perdrizet; Vikram Misra,University of Saskatchewan,Biology; DNA virus; Gene; Genetics; Genome; Nucleic acid; Polymerase chain reaction; Viral replication; Virology; Virus,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4392356910,https://doi.org/10.21203/rs.3.pex-2568/v1,Extraction of high quality RNA from Gardnerella species,2024,preprint,1,green,,Research Square (Research Square),Microbial Community Ecology and Physiology,Environmental Science,Ecology,,,,,,Andy Kim; Champika Fernando; Janet E. Hill,University of Saskatchewan,Biology; Chemistry; Chromatography; Computational biology; Extraction (chemistry); Gene; Genetics; Microbiology; Physics; Quality (philosophy); Quantum mechanics; RNA; RNA extraction,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4394820094,https://doi.org/10.1177/03009858241244849,"Tissue and cellular tropism of <i>Eptesicus fuscus gammaherpesvirus</i> in big brown bats, potential role of pulmonary intravascular macrophages",2024,article,1,hybrid,,Veterinary Pathology,Herpesvirus Infections and Treatments,Medicine,Epidemiology,61,4,550,561,0.72,Baljit Singh; Champika Fernando; Janet E. Hill; LaRhonda Sobchishin; Trent K. Bollinger; Ursula G. Perdrizet; Vikram Misra,University of Saskatchewan,Antigen; Biology; Ecology; Eptesicus fuscus; Immunology; Medicine; Pathology; Tissue tropism; Tropism; Virology; Virus,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4399572551,https://doi.org/10.1128/aem.00502-24,Identification of genetic markers of resistance to macrolide class antibiotics in <i>Mannheimia haemolytica</i> isolates from a Saskatchewan feedlot,2024,article,1,closed,,Applied and Environmental Microbiology,Microbial infections and disease research,Immunology and Microbiology,Microbiology,90,7,,,0.53,Champika Fernando; Cheryl Waldner; Darien Deschner; Janet E. Hill; John Campbell; Maarten J. Voordouw,University of Saskatchewan,Antibiotic resistance; Antibiotics; Antimicrobial; Antimicrobial stewardship; Biology; Biotechnology; Botany; Bovine respiratory disease; Ecology; Feedlot; Gene; Genetic marker; Genetics; Identification (biology); Microbiology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4388462230,https://doi.org/10.1016/j.theriogenology.2023.11.004,Uterine microbial profiles in healthy postpartum dairy cows do not vary with sampling techniques or phases of estrous cycle,2023,article,2,closed,,Theriogenology,Reproductive Physiology in Livestock,Agricultural and Biological Sciences,Agronomy and Crop Science,214,,298,306,0.901,Champika Fernando; D. Dadarwal; Janet E. Hill; M. Gobikrushanth; Scott J Dos Santos,University of Saskatchewan,16S ribosomal RNA; Andrology; Animal science; Artificial insemination; Bacteria; Biology; Estrous cycle; Genetics; Medicine; Microbiology; Microbiome; Pregnancy; Veterinary medicine,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4317620272,https://doi.org/10.21203/rs.3.pex-1438/v2,cpn60 metagenomic amplicon library preparation for the Illumina Miseq platform,2023,preprint,1,green,,Research Square (Research Square),Microbial infections and disease research,Immunology and Microbiology,Microbiology,,,,,,Champika Fernando; Janet E. Hill,University of Saskatchewan,Amplicon; Biology; Chemistry; Computational biology; DNA sequencing; Gene; Genetics; Metagenomics; Organic chemistry; Polymerase chain reaction; Primer (cosmetics),A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4379779348,https://doi.org/10.2139/ssrn.4473621,Uterine Microbial Profiles in Healthy Postpartum Dairy Cows Do Not Vary with Sampling Techniques or Phases of Estrous Cycle,2023,preprint,1,closed,,,Reproductive Physiology in Livestock,Agricultural and Biological Sciences,Agronomy and Crop Science,,,,,,Champika Fernando; D. Dadarwal; Janet E. Hill; M. Gobikrushanth; Scott J Dos Santos,Guru Angad Dev Veterinary and Animal Sciences University,Andrology; Animal science; Biology; Estrous cycle; Genetics; Gynecology; Medicine; Obstetrics; Physiology; Postpartum period; Pregnancy,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4383559345,https://doi.org/10.1038/s43705-023-00276-y,Evaluating cpn60 for high-resolution profiling of the mammalian skin microbiome and detection of phylosymbiosis,2023,article,1,gold,,ISME Communications,Gut microbiota and health,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,3,1,,,0.156,Alexander K Umbach; Champika Fernando; Janet E. Hill; Josh D. Neufeld,University of Saskatchewan; University of Waterloo,16S ribosomal RNA; Amplicon; Biology; Computational biology; Evolutionary biology; Gene; Genetics; Microbiome; Phylogenetic tree; Phylogenetics; Polymerase chain reaction; Ribosomal RNA; UniFrac,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4286485036,https://doi.org/10.3201/eid2808.211164,"Culling of Urban Norway Rats and Carriage of <i>Bartonella</i> spp. Bacteria, Vancouver, British Columbia, Canada",2022,article,2,diamond,,Emerging infectious diseases,Bartonella species infections research,Immunology and Microbiology,Parasitology,28,8,1659,1663,0.39,Champika Fernando; Chelsea G. Himsworth; Christina M. Donovan; David M. Patrick; Janet E. Hill; Kaylee A. Byers; Laura Speerin; Michael J. Lee,BC Centre for Disease Control; Ministry of Agriculture Livestock and Fisheries; University of British Columbia; University of Saskatchewan,Bartonella; Biology; Carriage; Culling; Herd; Medicine; Microbiology; Pathology; Veterinary medicine,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4297259301,https://doi.org/10.1371/journal.pone.0275173,Experimental natural transmission (seeder pig) models for reproduction of swine dysentery,2022,article,2,gold,,PLoS ONE,Veterinary medicine and infectious diseases,Veterinary,Small Animals,17,9,e0275173,e0275173,0.479,Champika Fernando; Heather L. Wilson; Janet E. Hill; John C. S. Harding; Juan C. Parra-Aguirre; Roman Nosach,University of Saskatchewan,Agronomy; Biology; Computer science; Dysentery; Ecology; Medicine; Microbiology; Reproduction; Seeder; Seeding; Telecommunications; Transmission (telecommunications); Veterinary medicine,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4307827000,https://doi.org/10.1101/2022.11.01.514706,Transport and utilization of glycogen breakdown products by<i>Gardnerella</i>spp. from the human vaginal microbiome,2022,preprint,2,green,,bioRxiv (Cold Spring Harbor Laboratory),Reproductive tract infections research,Immunology and Microbiology,Microbiology,,,,,,Janet E. Hill; Pashupati Bhandari,University of Saskatchewan,Bacterial vaginosis; Biochemistry; Biology; Gardnerella vaginalis; Maltose; Maltotriose; Microbiology; Sucrose,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W3148997525,https://doi.org/10.1007/s00248-021-01745-4,Population Density Affects the Outcome of Competition in Co-cultures of Gardnerella Species Isolated from the Human Vaginal Microbiome,2021,article,2,bronze,,Microbial Ecology,Reproductive tract infections research,Immunology and Microbiology,Microbiology,83,1,236,245,0.0,Janet E. Hill; Salahuddin Khan,University of Saskatchewan,Abundance (ecology); Bacteria; Biology; Competition (biology); Demography; Ecology; Genetics; Microbial ecology; Microbiology; Microbiome; Population; Relative species abundance; Sociology; Zoology,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4391401391,https://doi.org/10.22541/au.170669419.91962051/v1,Phylogenetic analysis of porcine circovirus 3 (PCV3) circulating in Canadian pigs,2024,preprint,0,green,,Authorea (Authorea),Animal Virus Infections Studies,Agricultural and Biological Sciences,Animal Science and Zoology,,,,,,Carl A. Gagnon; Chao Chun Liu; Davor Ojkić; Janet E. Hill; Maodong Zhang; Maria Bravo Araya; Yanyun Huang,Diagnostic Services Manitoba; Simon Fraser University; University of Guelph; University of Saskatchewan; Université de Montréal,Antigen; Antigenicity; Biology; Capsid; Circovirus; Environmental health; Gene; Genetic diversity; Genetics; Medicine; Microbiology; Pathogenicity; Phylogenetic relationship; Phylogenetic tree; Population; Porcine circovirus; Virology; Virus,A5022032110,https://openalex.org/A5022032110
https://openalex.org/W4391483273,https://doi.org/10.1016/j.ajog.2023.09.073,"Postpartum Antibiotic and Probiotic Use and Infant Feeding Patterns in a Low-risk, Term Birth Cohort from British Columbia, Canada",2024,article,0,bronze,,American Journal of Obstetrics and Gynecology,Breastfeeding Practices and Influences,Medicine,Epidemiology,230,2,S645,S646,0.0,Chelsea Elwood; Deborah Money; Janet E. Hill; K. Grabowska; Sheona Mitchell‐Foster; Team MMLP; Van Schalkwyk J; Zahra Pakzad,University of British Columbia; University of Saskatchewan; Women's Health Research Institute,Antibiotics; Bacteria; Biology; Breastfeeding; Cohort; Cohort study; Demography; Environmental health; Genetics; Infant feeding; Internal medicine; Medicine; Microbiology; Obstetrics; Pediatrics; Physics; Postpartum period; Pregnancy; Probiotic; Quantum mechanics; Sociology; Term (time),A5022032110,https://openalex.org/A5022032110
