id,doi,display_name,publication_year,type,cited_by_count,fwci
https://openalex.org/W2040653515,https://doi.org/10.3138/jvme.0913-126r,Informing Web-Based Communication Curricula in Veterinary Education: A Systematic Review of Web-Based Methods Used for Teaching and Assessing Clinical Communication in Medical Education,2014,review,16,0.329
https://openalex.org/W2911397067,https://doi.org/10.29173/cjfy29454,Are Millennials really Picking Pets over People? Taking a Closer Look at Dog Ownership in Emerging Adulthood,2019,article,16,1.034
https://openalex.org/W4309531849,https://doi.org/10.3168/jds.2021-21521,"Contextualized understandings of dairy farmers' perspectives on antimicrobial use and regulation in Alberta, Canada",2022,article,10,2.473
https://openalex.org/W4408755102,https://doi.org/10.1101/2025.03.22.25324456,Undiagnosed and Overlooked: Socioeconomic and Healthcare Inequality in Caribbean Diabetes. A Cross-Sectional Study,2025,preprint,0,
https://openalex.org/W4408769673,https://doi.org/10.1017/s1466252325000039,"A systematic review of disease control strategies in beef cow-calf herds, Part 2: Preweaned calf morbidity and mortality associated with Neonatal Calf Diarrhea and Bovine Respiratory Disease",2025,review,0,0.0
https://openalex.org/W4408800552,https://doi.org/10.1017/s1466252325000015,"A systematic review of disease control strategies in beef herds, Part 1: Preweaned calf mortality",2025,review,0,0.0
https://openalex.org/W4412450953,https://doi.org/10.1016/j.pec.2025.108929,Communication skills assessment in health professions: a systematic review of validity evidence,2025,review,0,
https://openalex.org/W4225605514,https://doi.org/10.3138/jvme-2021-0130,Actualizing Cultural Humility: An Exploratory Study of Veterinary Students’ Participation in a Northern Community Health Rotation,2022,article,9,3.26
https://openalex.org/W2035303994,https://doi.org/10.3138/jvme.32.4.447,Animal Welfare Training at the Ontario Veterinary College,2005,article,23,3.722
https://openalex.org/W2768705216,https://doi.org/10.1080/08927936.2017.1370247,Mourning Animals: Rituals and Practices Surrounding Animal Death,2017,article,13,7.579
https://openalex.org/W2888590298,,Bung karno : penyambung lidah rakyat,2019,article,13,9.626
https://openalex.org/W2079151000,https://doi.org/10.1016/j.tvjl.2005.07.017,A model of the relationship between the epidemiology of Johne’s disease and the environment in suckler-beef herds,2005,article,20,0.209
https://openalex.org/W3118673615,https://doi.org/10.3138/jvme-2019-0074,What Do Veterinary Students Value about Service Learning? Insights from Subsidized Clinics in an Urban Environment,2021,article,11,4.098
https://openalex.org/W4211253812,https://doi.org/10.1016/j.prevetmed.2022.105590,Alberta dairy farmers’ and veterinarians’ opinion about bovine leukemia virus control measures,2022,article,8,0.92
https://openalex.org/W1994364358,https://doi.org/10.3138/jvme.35.3.420,The Use of Standardized Clients in Research in the Veterinary Clinical Setting,2008,article,13,1.351
https://openalex.org/W4315693865,https://doi.org/10.2460/javma.2400.4.427,Effect of veterinarian-client-patient interactions on client adherence to dentistry and surgery recommendations in companion-animal practice,2012,article,11,0.586
https://openalex.org/W4280539931,https://doi.org/10.3390/ani12101282,"Animal Protection, Law Enforcement, and Occupational Health: Qualitative Action Research Highlights the Urgency of Relational Coordination in a Medico-Legal Borderland",2022,article,7,1.216
https://openalex.org/W2776223081,https://doi.org/10.1136/vr.104423,Action cameras and the Roter interaction analysis system to assess veterinarian‐producer interactions in a dairy setting,2017,article,9,1.922
https://openalex.org/W4205190113,https://doi.org/10.3168/jds.2021-20677,Communication skills training and assessment of food animal production medicine veterinarians: A component of a voluntary Johne's disease control program,2022,article,6,1.907
https://openalex.org/W3016073667,https://doi.org/10.1111/1467-9566.13065,From more‐than‐human solidarity to multi‐species biographical value: insights from a veterinary school about ethical dilemmas in One Health promotion,2020,article,7,0.859
https://openalex.org/W2287069610,https://doi.org/10.3138/jvme.0215-023r,Does a Rater's Professional Background Influence Communication Skills Assessment?,2015,article,6,1.115
https://openalex.org/W4404552752,https://doi.org/10.3389/fanim.2024.1429323,Caring for calves: Canadian public perspectives of calf handling methods during spring processing,2024,article,1,1.087
https://openalex.org/W2126786459,https://doi.org/10.1186/1471-2458-8-212,"Gatekeepers of health: A qualitative assessment of child care centre staff's perspectives, practices and challenges to enteric illness prevention and management in child care centres",2008,article,7,0.0
https://openalex.org/W4296337589,https://doi.org/10.29173/cjfy294542,Are Millennials really Picking Pets over People? Taking a Closer Look at Dog Ownership in Emerging Adulthood,2019,article,6,0.296
https://openalex.org/W2226239925,https://doi.org/10.3168/jds.2015-10356,Short communication: Herd-level prevalence of Mycobacterium avium ssp. paratuberculosis is not associated with participation in a voluntary Alberta Johne’s disease control program,2016,article,5,0.216
https://openalex.org/W4246030803,https://doi.org/10.3138/jvme.31.1.67,Professional and Veterinary Competencies: Addressing Human Relations and the Human–Animal Bond in Veterinary Medicine,2004,article,8,0.0
https://openalex.org/W4310570867,https://doi.org/10.1089/jpm.2022.0053,A Statewide Survey to Understand Barriers to Utilization of the Medical Orders for Scope of Treatment Form among Emergency Medical Service Providers,2022,article,4,0.966
https://openalex.org/W4386324633,https://doi.org/10.3138/jvme-2023-0024,Supporting Positive Learning Experiences for Veterinary Students on Rotations in Remote Indigenous Communities in Canada,2023,article,2,1.253
https://openalex.org/W3215628565,https://doi.org/10.1002/vro2.23,"The use of the roter interaction analysis system in assessing veterinary student clinical communication skills during equine wellness examinations in rural Kentucky, USA: A pilot study",2021,article,4,0.809
https://openalex.org/W4210947527,https://doi.org/10.3389/fvets.2022.812710,Producer Perceptions Toward Prevention and Control of Lameness in Dairy Cows in Alberta Canada: A Thematic Analysis,2022,article,3,0.742
https://openalex.org/W4255678993,https://doi.org/10.15694/mep.2017.000031,"Leading a Clinical Communication Program in a Remote Setting: Practical Considerations from ROSS University School of Veterinary Medicine, St. Kitts",2017,article,3,1.017
https://openalex.org/W4307239412,https://doi.org/10.1371/journal.pone.0276746,Adherence of those at low risk of disease to public health measures during the COVID-19 pandemic: A qualitative study,2022,article,3,0.965
https://openalex.org/W2588000740,https://doi.org/10.15694/mep.2017.000031c,"Leading a Clinical Communication Program in a Remote Setting: Practical Considerations from ROSS University School of Veterinary Medicine, St. Kitts [Correction]",2017,article,2,0.234
https://openalex.org/W2622875257,https://doi.org/10.4018/978-1-5225-2548-6.ch012,Using Technology to Enhance Student and Faculty Success in Online Courses,2017,book-chapter,2,1.256
https://openalex.org/W4386256990,https://doi.org/10.3138/jvme-2023-0004,Student and Clinical Educator Perceptions of the Impacts of COVID-19 on Final Year Veterinary Clinical Training in a Distributed Learning Model,2023,article,1,0.595
https://openalex.org/W4392936748,https://doi.org/10.3138/jvme-2023-0081,Exploring the Experiences of Visiting Veterinary Service Providers in Indigenous Communities in Canada: Proposing Strategies to Support Pre-Clinical Preparation,2024,article,0,0.0
https://openalex.org/W4399070547,https://doi.org/10.3138/jvme-2023-0153,Third Year Veterinary Student Academic Encumbrances and Tenacity: Navigating Clinical Skills Curricula and Assessment,2024,article,0,0.0
https://openalex.org/W4402147419,,When veterinarians treat plus-sized pets: Insights for veterinary practice.,2024,article,0,0.0
https://openalex.org/W4402541883,https://doi.org/10.1093/jas/skae234.107,263 Public perspectives of calf handling: A survey of Canadians,2024,article,0,0.0
https://openalex.org/W4402849813,https://doi.org/10.3390/vetsci11100453,An Expert Consensus Study Regarding Management Practices to Prevent Infectious Mortality in Preweaned Beef Calves in Western Canada,2024,article,0,0.0
https://openalex.org/W2042256055,https://doi.org/10.1086/420651,"<i>Companion Animals and Us: Exploring the Relationships between People and Pets</i>. Anthony L. Podberscek , Elizabeth S. Paul , James A. Serpell",2001,review,2,0.0
https://openalex.org/W2899899048,https://doi.org/10.1093/geroni/igy023.1413,WHY AGE-FRIENDLY CITIES NEED AFFORDABLE PET-FRIENDLY HOUSING: FINDINGS FROM AN ETHNOGRAPHIC CASE STUDY,2018,article,1,0.0
https://openalex.org/W2076873078,https://doi.org/10.1097/00005768-200405001-01263,Physical Activity Patterns of Children in a Central New York Community,2004,article,1,0.0
https://openalex.org/W4239957427,https://doi.org/10.1249/00005768-200405001-01263,Physical Activity Patterns of Children in a Central New York Community,2004,article,1,0.0
https://openalex.org/W2751865644,,ショートコミュニケーション:Mycobacterium avium ssp. paratuberculosis の集団レショートコミュニケーション:Mycobacterium avium ssp.paratuberculosisの群れレベルの罹患率は自発的なアルバータ州Johne病制御プログラムへの参加とは関係がない,2016,article,0,0.0
https://openalex.org/W1726964814,https://doi.org/10.7490/f1000research.1092904.1,The discovery and optimization of a novel mitotic inhibitor series using a phenotypic cellular assay,2013,article,0,0.0
https://openalex.org/W35357369,https://doi.org/10.3920/978-90-8686-742-4_21,Communication research from other healthcare disciplines and its application to udder-health management,2011,book-chapter,0,0.0
https://openalex.org/W4388475131,https://doi.org/10.3920/9789086867424_019,Enhancing udder health with clinical communication skills: evidence based communication frameworks for the 22nd century,2011,book-chapter,0,0.0
https://openalex.org/W4388475151,https://doi.org/10.3920/9789086867424_022,Communication research from other healthcare disciplines and its application to udder-health management,2011,book-chapter,0,0.0
https://openalex.org/W77275573,https://doi.org/10.3920/978-90-8686-742-4_18,Enhancing udder health with clinical communication skills: evidence based communication frameworks for the 22nd century,2011,book-chapter,0,0.0
https://openalex.org/W2905505794,,Session 5: Access to housing for pet owners as healthy public policy,2018,article,0,0.0
https://openalex.org/W2966583701,,Obtaining an Exemplary Online Program Endorsement: A Case Study,2019,article,0,0.0
https://openalex.org/W2183630611,https://doi.org/10.2460/javma.2003.222.722,A Gift from Rex: Guiding Children Through Life and Loss,2003,article,0,0.0
https://openalex.org/W2075568465,https://doi.org/10.3138/jvme.37.4.395,Assessment of First-Year Veterinary Students' Clinical Skills Using Objective Structured Clinical Examinations,2010,article,26,0.615
https://openalex.org/W2623388701,,Simulated clients in final year dental rotations,2017,article,1,0.825
https://openalex.org/W4399070547,https://doi.org/10.3138/jvme-2023-0153,Third Year Veterinary Student Academic Encumbrances and Tenacity: Navigating Clinical Skills Curricula and Assessment,2024,article,0,0.0
https://openalex.org/W4388776859,https://doi.org/10.18357/otessaj.2023.3.1.42,Sustaining Positive Change in the Teaching Scholars’ Online Community of Practice,2023,article,0,0.0
https://openalex.org/W2767841410,https://doi.org/10.1016/s2542-5196(17)30141-9,Restricting the use of antibiotics in food-producing animals and its associations with antibiotic resistance in food-producing animals and human beings: a systematic review and meta-analysis,2017,review,791,4.058
https://openalex.org/W2909466667,https://doi.org/10.3168/jds.2018-15135,Antimicrobial resistance profiles of 5 common bovine mastitis pathogens in large Chinese dairy herds,2019,article,117,19.078
https://openalex.org/W2070638287,https://doi.org/10.3168/jds.2012-5864,Enterotoxin genes in coagulase-negative and coagulase-positive staphylococci isolated from bovine milk,2013,article,107,14.531
https://openalex.org/W3155922183,https://doi.org/10.3389/fvets.2021.658031,Non-aureus Staphylococci and Bovine Udder Health: Current Understanding and Knowledge Gaps,2021,review,105,4.166
https://openalex.org/W2616421542,https://doi.org/10.3168/jds.2016-12478,Prevalence of non-aureus staphylococci species causing intramammary infections in Canadian dairy herds,2017,article,93,11.502
https://openalex.org/W4224255111,https://doi.org/10.3201/eid2805.212535,"Genomic Epidemiology of Global Carbapenemase-Producing <i>Escherichia coli,</i> 2015–2017",2022,article,72,6.831
https://openalex.org/W4366339216,https://doi.org/10.3168/jds.2022-22826,Invited review: Selective treatment of clinical mastitis in dairy cattle,2023,review,38,3.755
https://openalex.org/W2608056768,https://doi.org/10.3168/jds.2016-12479,"Distribution of non-aureus staphylococci species in udder quarters with low and high somatic cell count, and clinical mastitis",2017,article,75,11.502
https://openalex.org/W2945680960,https://doi.org/10.1016/j.onehlt.2019.100095,Examination of unintended consequences of antibiotic use restrictions in food-producing animals: Sub-analysis of a systematic review,2019,review,75,0.85
https://openalex.org/W2771468838,https://doi.org/10.1016/j.actatropica.2017.11.019,Leptospira reservoirs among wildlife in Brazil: Beyond rodents,2017,article,71,3.245
https://openalex.org/W2790321093,https://doi.org/10.3389/fmicb.2018.00256,Prevalence and Genetic Basis of Antimicrobial Resistance in Non-aureus Staphylococci Isolated from Canadian Dairy Herds,2018,article,65,6.807
https://openalex.org/W3205532724,https://doi.org/10.3389/fpubh.2021.726484,Knowledge Gaps in the Understanding of Antimicrobial Resistance in Canada,2021,review,48,1.287
https://openalex.org/W4322493767,https://doi.org/10.1128/spectrum.04144-22,Molecular Epidemiology of Global Carbapenemase-Producing <i>Citrobacter</i> spp. (2015–2017),2023,article,25,3.307
https://openalex.org/W2906133922,https://doi.org/10.3168/jds.2018-15136,Molecular epidemiology and distribution of antimicrobial resistance genes of Staphylococcus species isolated from Chinese dairy cows with clinical mastitis,2018,article,60,8.387
https://openalex.org/W2561531285,https://doi.org/10.3389/fmicb.2016.01990,Comprehensive Phylogenetic Analysis of Bovine Non-aureus Staphylococci Species Based on Whole-Genome Sequencing,2016,article,55,4.327
https://openalex.org/W3040421740,https://doi.org/10.1128/msystems.00063-20,Genomic Analysis of Bovine Staphylococcus aureus Isolates from Milk To Elucidate Diversity and Determine the Distributions of Antimicrobial and Virulence Genes and Their Association with Mastitis,2020,article,50,8.448
https://openalex.org/W2800212264,https://doi.org/10.3168/jds.2018-14540,Antimicrobial resistance in non-aureus staphylococci isolated from milk is associated with systemic but not intramammary administration of antimicrobials in dairy cattle,2018,article,49,7.742
https://openalex.org/W2970208418,https://doi.org/10.1136/bmjgh-2019-001710,Comparison of different approaches to antibiotic restriction in food-producing animals: stratified results from a systematic review and meta-analysis,2019,review,47,0.305
https://openalex.org/W3096504632,https://doi.org/10.1093/jac/dkaa443,Prevalence of antimicrobial resistance genes and its association with restricted antimicrobial use in food-producing animals: a systematic review and meta-analysis,2020,review,42,0.361
https://openalex.org/W4318542642,https://doi.org/10.3168/jds.2022-22395,A scoping review of the testing of bulk milk to detect infectious diseases of dairy cattle: Diseases caused by bacteria,2023,review,18,1.318
https://openalex.org/W4392301001,https://doi.org/10.3168/jds.2023-24197,"Prevalence and spatial distribution of infectious diseases of dairy cattle in Ontario, Canada",2024,article,7,6.796
https://openalex.org/W4406399929,https://doi.org/10.3390/microorganisms13010167,Virulence of Bacteria Causing Mastitis in Dairy Cows: A Literature Review,2025,review,1,2.678
https://openalex.org/W4406800610,https://doi.org/10.1128/cmr.00146-22,"Companions in antimicrobial resistance: examining transmission of common antimicrobial-resistant organisms between people and their dogs, cats, and horses",2025,review,1,1.234
https://openalex.org/W4406949261,https://doi.org/10.1093/ofid/ofae631.1968,P-1805. Identifying Hospital Antimicrobial Usage Trends Using Wastewater Based Surveillance,2025,article,1,4.313
https://openalex.org/W2016805858,https://doi.org/10.1016/j.rvsc.2011.05.010,"Relationship between teat-end condition, udder cleanliness and bovine subclinical mastitis",2011,article,57,3.63
https://openalex.org/W2763442727,https://doi.org/10.3168/jds.2017-13116,Comparison of treatment records and inventory of empty drug containers to quantify antimicrobial usage in dairy herds,2017,article,46,1.674
https://openalex.org/W2920323856,https://doi.org/10.1128/msystems.00098-18,Comprehensive Virulence Gene Profiling of Bovine Non- <i>aureus</i> Staphylococci Based on Whole-Genome Sequencing Data,2019,article,44,5.723
https://openalex.org/W3006916694,https://doi.org/10.1016/j.cmi.2020.02.019,Molecular epidemiology of Escherichia coli causing bloodstream infections in a centralized Canadian region: a population-based surveillance study,2020,article,37,2.181
https://openalex.org/W3000710932,https://doi.org/10.1093/jac/dkz550,Klebsiella pneumoniae ST307 with OXA-181: threat of a high-risk clone and promiscuous plasmid in a resource-constrained healthcare setting,2020,article,36,2.02
https://openalex.org/W3098326518,https://doi.org/10.3201/eid2612.201221,"Trends in Population Dynamics of<i>Escherichia coli</i>Sequence Type 131, Calgary, Alberta, Canada, 2006–20161",2020,article,36,2.02
https://openalex.org/W3038303692,https://doi.org/10.3168/jds.2019-18025,"Effects of employer management on employee recruitment, satisfaction, engagement, and retention on large US dairy farms",2020,article,34,4.261
https://openalex.org/W4390702668,https://doi.org/10.1007/s10096-024-04750-w,Population-based genomic surveillance of Pseudomonas aeruginosa causing bloodstream infections in a large Canadian health region,2024,article,6,2.005
https://openalex.org/W2888372695,https://doi.org/10.3168/jds.2018-14753,"Diagnostic accuracy of Somaticell, California Mastitis Test, and microbiological examination of composite milk to detect Streptococcus agalactiae intramammary infections",2018,article,38,3.548
https://openalex.org/W3084060408,https://doi.org/10.3168/jds.2020-18365,Critically important antimicrobials are generally not needed to treat nonsevere clinical mastitis in lactating dairy cows: Results from a network meta-analysis,2020,article,32,3.976
https://openalex.org/W3211065767,https://doi.org/10.3389/fvets.2021.764701,"Prevalence, Risk Factors, and Antimicrobial Resistance Profile of Respiratory Pathogens Isolated From Suckling Beef Calves to Reprocessing at the Feedlot: A Longitudinal Study",2021,article,25,3.113
https://openalex.org/W4390821639,https://doi.org/10.1038/s41598-023-50296-w,Accuracy of an AI-based automated plate reading mobile application for the identification of clinical mastitis-causing pathogens in chromogenic culture media,2024,article,5,5.066
https://openalex.org/W4402017267,https://doi.org/10.3389/fmicb.2024.1452007,Genes associated with fitness and disease severity in the pan-genome of mastitis-associated Escherichia coli,2024,article,5,4.531
https://openalex.org/W3143364913,https://doi.org/10.3168/jds.2020-19569,Molecular characterization of antimicrobial resistance in Klebsiella pneumoniae isolated from Brazilian dairy herds,2021,article,24,1.584
https://openalex.org/W2975531981,https://doi.org/10.1089/fpd.2019.2657,Prevalence of Potential Virulence Genes in <i>Klebsiella</i> spp. Isolated from Cows with Clinical Mastitis on Large Chinese Dairy Farms,2019,article,26,2.725
https://openalex.org/W3107707615,https://doi.org/10.3168/jds.2020-19325,Genetic diversity and molecular epidemiology of outbreaks of Klebsiella pneumoniae mastitis on two large Chinese dairy farms,2020,article,22,2.733
https://openalex.org/W4379801877,https://doi.org/10.3168/jds.2022-22586,A scoping review of the testing of bulk tank milk to detect nonbacterial pathogens or herd exposure to nonbacterial pathogens in dairy cattle,2023,review,9,0.889
https://openalex.org/W2092919439,https://doi.org/10.1590/s1678-91992012000100016,Occurrence and risk factors associated with canine leptospirosis,2012,article,26,1.561
https://openalex.org/W2161809251,https://doi.org/10.1590/s0100-736x2011001200002,Breed and season influence on milk quality parameters and in mastitis occurrence,2011,article,25,0.454
https://openalex.org/W2131804148,https://doi.org/10.3855/jidc.4704,An overview of extended-spectrum beta-lactamases in veterinary medicine and their public health consequences,2014,review,22,0.081
